"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2019,12,"EV","ExpressJet Airlines LLC","BDL","Hartford, CT: Bradley International",14.00,4.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,114.00,61.00,0.00,0.00,0.00,53.00,
2019,12,"EV","ExpressJet Airlines LLC","BGR","Bangor, ME: Bangor International",34.00,16.00,4.12,0.00,3.90,0.00,7.98,2.00,0.00,1450.00,682.00,0.00,231.00,0.00,537.00,
2019,12,"EV","ExpressJet Airlines LLC","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",65.00,13.00,4.52,0.04,5.96,0.00,2.48,0.00,0.00,572.00,233.00,2.00,206.00,0.00,131.00,
2019,12,"EV","ExpressJet Airlines LLC","BNA","Nashville, TN: Nashville International",120.00,41.00,11.01,0.74,13.99,0.00,15.25,6.00,0.00,2638.00,670.00,164.00,685.00,0.00,1119.00,
2019,12,"EV","ExpressJet Airlines LLC","BRO","Brownsville, TX: Brownsville South Padre Island International",96.00,17.00,8.01,0.00,4.66,0.00,4.33,1.00,0.00,1037.00,578.00,0.00,139.00,0.00,320.00,
2019,12,"EV","ExpressJet Airlines LLC","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",123.00,16.00,5.41,1.46,5.55,0.00,3.58,0.00,1.00,1393.00,416.00,387.00,210.00,0.00,380.00,
2019,12,"EV","ExpressJet Airlines LLC","BTV","Burlington, VT: Burlington International",73.00,32.00,8.01,1.00,7.18,0.00,15.81,1.00,0.00,4119.00,1162.00,69.00,1350.00,0.00,1538.00,
2019,12,"EV","ExpressJet Airlines LLC","BUF","Buffalo, NY: Buffalo Niagara International",87.00,33.00,9.38,2.00,7.17,0.00,14.45,12.00,0.00,2377.00,826.00,60.00,275.00,0.00,1216.00,
2019,12,"EV","ExpressJet Airlines LLC","CAK","Akron, OH: Akron-Canton Regional",30.00,6.00,0.92,0.00,3.78,0.00,1.30,1.00,0.00,255.00,44.00,0.00,176.00,0.00,35.00,
2019,12,"EV","ExpressJet Airlines LLC","CHS","Charleston, SC: Charleston AFB/International",26.00,6.00,2.45,0.00,2.72,0.00,0.83,0.00,0.00,1072.00,845.00,0.00,150.00,0.00,77.00,
2019,12,"EV","ExpressJet Airlines LLC","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","CLE","Cleveland, OH: Cleveland-Hopkins International",325.00,97.00,26.94,2.49,23.30,0.00,44.27,15.00,1.00,9834.00,3956.00,985.00,1395.00,0.00,3498.00,
2019,12,"EV","ExpressJet Airlines LLC","CLL","College Station/Bryan, TX: Easterwood Field",62.00,14.00,6.49,1.00,2.42,0.00,4.09,1.00,0.00,1290.00,723.00,104.00,74.00,0.00,389.00,
2019,12,"EV","ExpressJet Airlines LLC","CLT","Charlotte, NC: Charlotte Douglas International",93.00,31.00,9.16,0.00,13.12,0.00,8.72,1.00,0.00,1708.00,786.00,0.00,324.00,0.00,598.00,
2019,12,"EV","ExpressJet Airlines LLC","CMH","Columbus, OH: John Glenn Columbus International",81.00,17.00,6.02,0.00,6.20,0.00,4.78,1.00,1.00,1064.00,399.00,0.00,306.00,0.00,359.00,
2019,12,"EV","ExpressJet Airlines LLC","COS","Colorado Springs, CO: City of Colorado Springs Municipal",5.00,3.00,1.72,0.00,1.00,0.00,0.28,0.00,0.00,213.00,184.00,0.00,20.00,0.00,9.00,
2019,12,"EV","ExpressJet Airlines LLC","CRP","Corpus Christi, TX: Corpus Christi International",119.00,12.00,3.30,1.94,1.46,0.00,5.30,1.00,1.00,924.00,210.00,179.00,46.00,0.00,489.00,
2019,12,"EV","ExpressJet Airlines LLC","CRW","Charleston/Dunbar, WV: Yeager",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",168.00,40.00,16.01,1.00,10.13,0.00,12.86,4.00,0.00,3978.00,2174.00,41.00,506.00,0.00,1257.00,
2019,12,"EV","ExpressJet Airlines LLC","DAY","Dayton, OH: James M Cox/Dayton International",7.00,4.00,2.00,0.00,0.40,0.00,1.60,0.00,0.00,485.00,241.00,0.00,18.00,0.00,226.00,
2019,12,"EV","ExpressJet Airlines LLC","DCA","Washington, DC: Ronald Reagan Washington National",289.00,78.00,20.95,1.04,28.29,0.00,27.72,9.00,3.00,8368.00,2311.00,20.00,3099.00,0.00,2938.00,
2019,12,"EV","ExpressJet Airlines LLC","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",6.00,1.00,0.82,0.00,0.18,0.00,0.00,0.00,0.00,142.00,116.00,0.00,26.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","DSM","Des Moines, IA: Des Moines International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","DTW","Detroit, MI: Detroit Metro Wayne County",77.00,18.00,5.05,1.83,6.58,0.00,4.55,0.00,1.00,955.00,249.00,159.00,260.00,0.00,287.00,
2019,12,"EV","ExpressJet Airlines LLC","ECP","Panama City, FL: Northwest Florida Beaches International",44.00,6.00,4.13,0.00,1.87,0.00,0.00,1.00,0.00,735.00,651.00,0.00,84.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","ELP","El Paso, TX: El Paso International",43.00,8.00,0.00,0.84,3.57,0.00,3.59,0.00,0.00,271.00,0.00,26.00,87.00,0.00,158.00,
2019,12,"EV","ExpressJet Airlines LLC","ERI","Erie, PA: Erie International/Tom Ridge Field",16.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,45.00,0.00,0.00,0.00,0.00,45.00,
2019,12,"EV","ExpressJet Airlines LLC","EVV","Evansville, IN: Evansville Regional",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","EWR","Newark, NJ: Newark Liberty International",1424.00,624.00,76.69,3.23,373.52,0.00,170.56,84.00,4.00,71703.00,12093.00,465.00,42011.00,0.00,17134.00,
2019,12,"EV","ExpressJet Airlines LLC","EYW","Key West, FL: Key West International",17.00,5.00,0.91,0.53,2.34,0.00,1.21,0.00,0.00,357.00,69.00,18.00,99.00,0.00,171.00,
2019,12,"EV","ExpressJet Airlines LLC","FNT","Flint, MI: Bishop International",9.00,4.00,0.75,0.00,2.87,0.00,0.38,0.00,0.00,175.00,47.00,0.00,96.00,0.00,32.00,
2019,12,"EV","ExpressJet Airlines LLC","FSD","Sioux Falls, SD: Joe Foss Field",15.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",89.00,8.00,3.58,0.98,2.49,0.00,0.95,2.00,1.00,925.00,216.00,228.00,163.00,0.00,318.00,
2019,12,"EV","ExpressJet Airlines LLC","GRB","Green Bay, WI: Green Bay Austin Straubel International",52.00,10.00,2.21,0.80,2.21,0.00,4.78,1.00,0.00,1630.00,1111.00,36.00,95.00,0.00,388.00,
2019,12,"EV","ExpressJet Airlines LLC","GRK","Killeen, TX: Robert Gray AAF",53.00,9.00,2.67,0.00,3.12,0.00,3.21,0.00,0.00,590.00,77.00,0.00,101.00,0.00,412.00,
2019,12,"EV","ExpressJet Airlines LLC","GRR","Grand Rapids, MI: Gerald R. Ford International",62.00,24.00,11.65,0.00,7.26,0.00,5.09,4.00,0.00,1494.00,827.00,0.00,320.00,0.00,347.00,
2019,12,"EV","ExpressJet Airlines LLC","GSO","Greensboro/High Point, NC: Piedmont Triad International",35.00,7.00,1.26,0.00,3.53,0.00,2.21,1.00,0.00,447.00,141.00,0.00,202.00,0.00,104.00,
2019,12,"EV","ExpressJet Airlines LLC","GSP","Greer, SC: Greenville-Spartanburg International",102.00,39.00,11.76,0.00,7.83,0.00,19.41,8.00,2.00,3779.00,1644.00,0.00,412.00,0.00,1723.00,
2019,12,"EV","ExpressJet Airlines LLC","HDN","Hayden, CO: Yampa Valley",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","HOB","Hobbs, NM: Lea County Regional",3.00,1.00,0.63,0.00,0.38,0.00,0.00,0.00,0.00,16.00,10.00,0.00,6.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","HRL","Harlingen/San Benito, TX: Valley International",65.00,13.00,4.66,0.00,4.55,0.00,3.79,0.00,0.00,914.00,296.00,0.00,98.00,0.00,520.00,
2019,12,"EV","ExpressJet Airlines LLC","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",24.00,2.00,1.03,0.00,0.97,0.00,0.00,0.00,0.00,104.00,70.00,0.00,34.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","IAH","Houston, TX: George Bush Intercontinental/Houston",2638.00,400.00,68.58,6.50,163.34,0.00,161.58,12.00,10.00,37886.00,11707.00,908.00,11553.00,0.00,13718.00,
2019,12,"EV","ExpressJet Airlines LLC","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",65.00,8.00,3.64,1.00,2.00,0.00,1.36,0.00,1.00,673.00,331.00,151.00,35.00,0.00,156.00,
2019,12,"EV","ExpressJet Airlines LLC","IND","Indianapolis, IN: Indianapolis International",146.00,46.00,16.72,1.00,13.52,0.00,14.76,1.00,0.00,3761.00,1773.00,105.00,458.00,0.00,1425.00,
2019,12,"EV","ExpressJet Airlines LLC","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",71.00,10.00,2.98,0.27,4.99,0.00,1.77,0.00,2.00,452.00,185.00,7.00,129.00,0.00,131.00,
2019,12,"EV","ExpressJet Airlines LLC","JAX","Jacksonville, FL: Jacksonville International",66.00,12.00,3.21,0.00,5.07,0.00,3.72,1.00,0.00,665.00,255.00,0.00,230.00,0.00,180.00,
2019,12,"EV","ExpressJet Airlines LLC","LAN","Lansing, MI: Capital Region International",2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,23.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","LBB","Lubbock, TX: Lubbock Preston Smith International",60.00,10.00,3.01,0.13,3.30,0.00,3.56,2.00,1.00,434.00,97.00,15.00,92.00,0.00,230.00,
2019,12,"EV","ExpressJet Airlines LLC","LCH","Lake Charles, LA: Lake Charles Regional",79.00,12.00,3.47,0.67,3.70,0.00,4.16,0.00,1.00,1540.00,219.00,109.00,1044.00,0.00,168.00,
2019,12,"EV","ExpressJet Airlines LLC","LEX","Lexington, KY: Blue Grass",39.00,5.00,1.00,0.14,2.00,0.00,1.86,0.00,0.00,407.00,20.00,11.00,246.00,0.00,130.00,
2019,12,"EV","ExpressJet Airlines LLC","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field",130.00,19.00,8.00,2.83,6.19,0.00,1.98,0.00,0.00,1387.00,471.00,318.00,356.00,0.00,242.00,
2019,12,"EV","ExpressJet Airlines LLC","LGA","New York, NY: LaGuardia",160.00,39.00,5.56,0.00,20.74,0.00,12.71,7.00,1.00,3461.00,606.00,0.00,1954.00,0.00,901.00,
2019,12,"EV","ExpressJet Airlines LLC","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",108.00,14.00,4.28,0.00,2.92,0.00,6.80,2.00,0.00,1197.00,495.00,0.00,76.00,0.00,626.00,
2019,12,"EV","ExpressJet Airlines LLC","LNK","Lincoln, NE: Lincoln Airport",3.00,2.00,0.56,0.00,0.13,0.00,1.31,0.00,0.00,189.00,9.00,0.00,2.00,0.00,178.00,
2019,12,"EV","ExpressJet Airlines LLC","LRD","Laredo, TX: Laredo International",76.00,9.00,4.10,0.00,3.77,0.00,1.13,0.00,0.00,623.00,473.00,0.00,101.00,0.00,49.00,
2019,12,"EV","ExpressJet Airlines LLC","MAF","Midland/Odessa, TX: Midland International Air and Space Port",19.00,3.00,2.00,0.54,0.46,0.00,0.00,0.00,0.00,198.00,120.00,42.00,36.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","MCI","Kansas City, MO: Kansas City International",57.00,10.00,5.39,1.00,1.93,0.00,1.69,0.00,0.00,781.00,532.00,61.00,74.00,0.00,114.00,
2019,12,"EV","ExpressJet Airlines LLC","MDT","Harrisburg, PA: Harrisburg International",9.00,3.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,323.00,257.00,0.00,22.00,0.00,44.00,
2019,12,"EV","ExpressJet Airlines LLC","MEM","Memphis, TN: Memphis International",98.00,25.00,8.39,0.00,5.78,0.00,10.83,1.00,0.00,1505.00,504.00,0.00,294.00,0.00,707.00,
2019,12,"EV","ExpressJet Airlines LLC","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International",95.00,18.00,6.81,1.68,7.57,0.00,1.94,0.00,0.00,1039.00,361.00,79.00,384.00,0.00,215.00,
2019,12,"EV","ExpressJet Airlines LLC","MKE","Milwaukee, WI: General Mitchell International",22.00,13.00,2.56,0.00,9.46,0.00,0.98,0.00,0.00,728.00,179.00,0.00,403.00,0.00,146.00,
2019,12,"EV","ExpressJet Airlines LLC","MLU","Monroe, LA: Monroe Regional",61.00,7.00,2.44,0.00,1.52,0.00,3.04,0.00,0.00,719.00,309.00,0.00,119.00,0.00,291.00,
2019,12,"EV","ExpressJet Airlines LLC","MOB","Mobile, AL: Mobile Regional",72.00,9.00,3.84,0.37,2.37,0.00,2.42,0.00,0.00,1310.00,922.00,10.00,49.00,0.00,329.00,
2019,12,"EV","ExpressJet Airlines LLC","MSN","Madison, WI: Dane County Regional-Truax Field",61.00,22.00,8.74,0.00,8.52,0.00,4.74,3.00,1.00,2548.00,720.00,0.00,1260.00,0.00,568.00,
2019,12,"EV","ExpressJet Airlines LLC","MSP","Minneapolis, MN: Minneapolis-St Paul International",48.00,9.00,4.23,0.00,3.69,0.00,1.09,0.00,0.00,678.00,440.00,0.00,167.00,0.00,71.00,
2019,12,"EV","ExpressJet Airlines LLC","MSY","New Orleans, LA: Louis Armstrong New Orleans International",10.00,1.00,0.32,0.00,0.45,0.00,0.24,0.00,0.00,38.00,12.00,0.00,17.00,0.00,9.00,
2019,12,"EV","ExpressJet Airlines LLC","MTJ","Montrose/Delta, CO: Montrose Regional",7.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,142.00,0.00,142.00,0.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","OKC","Oklahoma City, OK: Will Rogers World",17.00,3.00,1.00,0.88,0.79,0.00,0.32,0.00,0.00,184.00,33.00,91.00,38.00,0.00,22.00,
2019,12,"EV","ExpressJet Airlines LLC","OMA","Omaha, NE: Eppley Airfield",36.00,9.00,3.74,0.00,2.39,0.00,2.87,0.00,0.00,533.00,215.00,0.00,101.00,0.00,217.00,
2019,12,"EV","ExpressJet Airlines LLC","ORD","Chicago, IL: Chicago O'Hare International",1336.00,297.00,58.77,6.97,102.91,0.00,128.35,14.00,3.00,32446.00,12113.00,2303.00,7653.00,0.00,10377.00,
2019,12,"EV","ExpressJet Airlines LLC","ORF","Norfolk, VA: Norfolk International",66.00,23.00,4.72,1.00,9.96,0.00,7.32,4.00,0.00,1677.00,429.00,210.00,583.00,0.00,455.00,
2019,12,"EV","ExpressJet Airlines LLC","PHL","Philadelphia, PA: Philadelphia International",3.00,1.00,0.06,0.00,0.77,0.00,0.16,0.00,0.00,97.00,6.00,0.00,75.00,0.00,16.00,
2019,12,"EV","ExpressJet Airlines LLC","PIA","Peoria, IL: General Downing - Peoria International",39.00,13.00,3.81,2.69,2.27,0.00,4.23,1.00,0.00,845.00,205.00,192.00,88.00,0.00,360.00,
2019,12,"EV","ExpressJet Airlines LLC","PIT","Pittsburgh, PA: Pittsburgh International",34.00,11.00,1.00,1.92,6.01,0.00,2.08,0.00,1.00,628.00,60.00,153.00,279.00,0.00,136.00,
2019,12,"EV","ExpressJet Airlines LLC","PNS","Pensacola, FL: Pensacola International",50.00,9.00,2.62,0.00,2.36,0.00,4.02,0.00,0.00,742.00,473.00,0.00,70.00,0.00,199.00,
2019,12,"EV","ExpressJet Airlines LLC","PSP","Palm Springs, CA: Palm Springs International",15.00,5.00,1.36,0.00,2.74,0.00,0.91,0.00,0.00,195.00,91.00,0.00,79.00,0.00,25.00,
2019,12,"EV","ExpressJet Airlines LLC","PVD","Providence, RI: Theodore Francis Green State",53.00,11.00,1.90,0.00,3.84,0.00,5.26,1.00,0.00,860.00,57.00,0.00,487.00,0.00,316.00,
2019,12,"EV","ExpressJet Airlines LLC","PWM","Portland, ME: Portland International Jetport",50.00,22.00,6.76,0.00,5.44,0.00,9.79,1.00,0.00,1506.00,543.00,0.00,195.00,0.00,768.00,
2019,12,"EV","ExpressJet Airlines LLC","RDU","Raleigh/Durham, NC: Raleigh-Durham International",30.00,4.00,1.00,0.04,0.16,0.00,2.81,0.00,0.00,185.00,40.00,4.00,3.00,0.00,138.00,
2019,12,"EV","ExpressJet Airlines LLC","RIC","Richmond, VA: Richmond International",132.00,47.00,15.13,0.21,12.66,0.00,18.99,3.00,0.00,3343.00,993.00,23.00,726.00,0.00,1601.00,
2019,12,"EV","ExpressJet Airlines LLC","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,92.00,92.00,0.00,0.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","ROC","Rochester, NY: Greater Rochester International",86.00,24.00,6.87,0.00,11.31,0.00,5.82,3.00,0.00,2369.00,992.00,0.00,681.00,0.00,696.00,
2019,12,"EV","ExpressJet Airlines LLC","SAT","San Antonio, TX: San Antonio International",30.00,6.00,0.54,0.66,1.15,0.00,3.65,0.00,0.00,336.00,45.00,50.00,56.00,0.00,185.00,
2019,12,"EV","ExpressJet Airlines LLC","SAV","Savannah, GA: Savannah/Hilton Head International",90.00,33.00,8.73,2.32,15.47,0.00,6.48,4.00,0.00,1957.00,620.00,139.00,639.00,0.00,559.00,
2019,12,"EV","ExpressJet Airlines LLC","SBN","South Bend, IN: South Bend International",10.00,2.00,1.89,0.00,0.00,0.00,0.11,0.00,0.00,194.00,191.00,0.00,0.00,0.00,3.00,
2019,12,"EV","ExpressJet Airlines LLC","SDF","Louisville, KY: Louisville Muhammad Ali International",25.00,7.00,1.27,0.00,5.73,0.00,0.00,0.00,0.00,199.00,28.00,0.00,171.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","SGF","Springfield, MO: Springfield-Branson National",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","SHV","Shreveport, LA: Shreveport Regional",85.00,9.00,2.43,0.00,3.72,0.00,2.84,0.00,0.00,309.00,62.00,0.00,82.00,0.00,165.00,
2019,12,"EV","ExpressJet Airlines LLC","SLC","Salt Lake City, UT: Salt Lake City International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","STL","St. Louis, MO: St Louis Lambert International",178.00,55.00,20.60,0.26,20.11,0.00,14.03,5.00,0.00,5056.00,2294.00,10.00,1254.00,0.00,1498.00,
2019,12,"EV","ExpressJet Airlines LLC","SYR","Syracuse, NY: Syracuse Hancock International",31.00,13.00,4.09,0.00,4.66,0.00,4.25,6.00,1.00,828.00,195.00,0.00,171.00,0.00,462.00,
2019,12,"EV","ExpressJet Airlines LLC","TUL","Tulsa, OK: Tulsa International",109.00,22.00,8.05,0.59,6.54,0.00,6.82,0.00,0.00,1219.00,354.00,13.00,181.00,0.00,671.00,
2019,12,"EV","ExpressJet Airlines LLC","TUS","Tucson, AZ: Tucson International",18.00,5.00,1.59,0.25,3.17,0.00,0.00,0.00,0.00,264.00,89.00,16.00,159.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","TVC","Traverse City, MI: Cherry Capital",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,12,"EV","ExpressJet Airlines LLC","TYS","Knoxville, TN: McGhee Tyson",127.00,25.00,9.18,0.00,7.62,0.00,8.20,2.00,0.00,2493.00,1173.00,0.00,416.00,0.00,904.00,
2019,12,"EV","ExpressJet Airlines LLC","VPS","Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",55.00,4.00,0.45,0.00,1.63,0.00,1.91,0.00,0.00,229.00,39.00,0.00,99.00,0.00,91.00,
2019,12,"EV","ExpressJet Airlines LLC","XNA","Fayetteville, AR: Northwest Arkansas Regional",30.00,4.00,2.00,0.00,0.26,0.00,1.74,0.00,1.00,247.00,70.00,0.00,15.00,0.00,162.00,
2019,12,"F9","Frontier Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",13.00,1.00,0.08,0.00,0.09,0.00,0.83,0.00,0.00,87.00,7.00,0.00,8.00,0.00,72.00,
2019,12,"F9","Frontier Airlines Inc.","ALB","Albany, NY: Albany International",21.00,2.00,0.25,0.00,1.16,0.00,0.60,1.00,0.00,73.00,14.00,0.00,25.00,0.00,34.00,
2019,12,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",372.00,96.00,35.58,0.16,26.05,0.00,34.21,4.00,0.00,6410.00,2337.00,17.00,1078.00,0.00,2978.00,
2019,12,"F9","Frontier Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",157.00,27.00,6.05,0.20,5.44,0.00,15.32,2.00,0.00,1601.00,255.00,5.00,184.00,0.00,1157.00,
2019,12,"F9","Frontier Airlines Inc.","BDL","Hartford, CT: Bradley International",34.00,10.00,3.79,1.00,1.17,0.00,4.04,0.00,0.00,1000.00,527.00,19.00,64.00,0.00,390.00,
2019,12,"F9","Frontier Airlines Inc.","BFM","Mobile, AL: Mobile Downtown",12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,12,"F9","Frontier Airlines Inc.","BIL","Billings, MT: Billings Logan International",13.00,2.00,1.03,0.00,0.00,0.00,0.97,1.00,0.00,114.00,43.00,0.00,0.00,0.00,71.00,
2019,12,"F9","Frontier Airlines Inc.","BMI","Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",12.00,3.00,0.89,0.00,2.11,0.00,0.00,0.00,0.00,96.00,34.00,0.00,62.00,0.00,0.00,
2019,12,"F9","Frontier Airlines Inc.","BNA","Nashville, TN: Nashville International",74.00,14.00,3.36,0.00,2.21,0.00,8.43,1.00,0.00,931.00,151.00,0.00,139.00,0.00,641.00,
2019,12,"F9","Frontier Airlines Inc.","BOS","Boston, MA: Logan International",59.00,15.00,3.60,0.00,7.31,0.00,4.09,0.00,0.00,1390.00,217.00,0.00,382.00,0.00,791.00,
2019,12,"F9","Frontier Airlines Inc.","BTV","Burlington, VT: Burlington International",13.00,7.00,1.60,0.00,0.58,0.00,4.82,0.00,0.00,219.00,44.00,0.00,23.00,0.00,152.00,
2019,12,"F9","Frontier Airlines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",69.00,14.00,2.85,0.00,3.01,0.00,8.14,1.00,0.00,758.00,83.00,0.00,52.00,0.00,623.00,
2019,12,"F9","Frontier Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",34.00,9.00,3.52,0.00,2.50,0.00,2.98,0.00,0.00,414.00,168.00,0.00,77.00,0.00,169.00,
2019,12,"F9","Frontier Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",18.00,3.00,1.67,0.00,1.00,0.00,0.33,0.00,0.00,298.00,253.00,0.00,39.00,0.00,6.00,
2019,12,"F9","Frontier Airlines Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",17.00,3.00,0.74,0.00,2.13,0.00,0.13,0.00,0.00,146.00,47.00,0.00,88.00,0.00,11.00,
2019,12,"F9","Frontier Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",315.00,63.00,22.20,0.25,12.18,0.00,28.37,1.00,0.00,4351.00,1543.00,18.00,632.00,0.00,2158.00,
2019,12,"F9","Frontier Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",127.00,45.00,19.16,0.00,5.82,0.00,20.02,0.00,0.00,3762.00,1510.00,0.00,301.00,0.00,1951.00,
2019,12,"F9","Frontier Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",26.00,11.00,4.10,0.00,1.62,0.00,5.27,0.00,0.00,698.00,257.00,0.00,63.00,0.00,378.00,
2019,12,"F9","Frontier Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",104.00,8.00,1.14,0.00,2.19,0.00,4.68,0.00,0.00,446.00,84.00,0.00,84.00,0.00,278.00,
2019,12,"F9","Frontier Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",202.00,40.00,13.63,0.63,11.38,0.00,14.36,2.00,0.00,2271.00,637.00,28.00,587.00,0.00,1019.00,
2019,12,"F9","Frontier Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",92.00,10.00,2.73,0.17,1.37,0.00,5.73,0.00,0.00,989.00,280.00,23.00,75.00,0.00,611.00,
2019,12,"F9","Frontier Airlines Inc.","DEN","Denver, CO: Denver International",1666.00,271.00,86.37,3.94,63.86,0.00,116.83,17.00,0.00,19434.00,5719.00,391.00,3103.00,0.00,10221.00,
2019,12,"F9","Frontier Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",88.00,15.00,6.28,0.00,5.35,0.00,3.37,1.00,0.00,1169.00,357.00,0.00,346.00,0.00,466.00,
2019,12,"F9","Frontier Airlines Inc.","DSM","Des Moines, IA: Des Moines International",46.00,6.00,2.02,0.10,2.58,0.00,1.30,1.00,0.00,434.00,176.00,9.00,87.00,0.00,162.00,
2019,12,"F9","Frontier Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",105.00,23.00,5.80,0.42,3.77,0.00,13.01,1.00,0.00,1766.00,284.00,41.00,202.00,0.00,1239.00,
2019,12,"F9","Frontier Airlines Inc.","ELP","El Paso, TX: El Paso International",11.00,1.00,0.41,0.00,0.00,0.00,0.59,0.00,0.00,39.00,16.00,0.00,0.00,0.00,23.00,
2019,12,"F9","Frontier Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",243.00,89.00,19.25,0.35,50.11,0.00,19.30,1.00,0.00,5789.00,1200.00,9.00,2758.00,0.00,1822.00,
2019,12,"F9","Frontier Airlines Inc.","FAR","Fargo, ND: Hector International",26.00,2.00,1.00,0.22,0.16,0.00,0.62,2.00,0.00,187.00,21.00,36.00,27.00,0.00,103.00,
2019,12,"F9","Frontier Airlines Inc.","FAT","Fresno, CA: Fresno Yosemite International",10.00,2.00,0.19,0.00,0.14,0.00,1.67,0.00,0.00,112.00,18.00,0.00,13.00,0.00,81.00,
2019,12,"F9","Frontier Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",100.00,30.00,6.96,1.42,8.54,0.00,13.08,2.00,2.00,2497.00,472.00,59.00,515.00,0.00,1451.00,
